製品名,プラットフォーム,更新日,ダウンロード
Azure Data Movement - Self-hosted Integration Runtime Configuration Manager application,Win32,2026/01/15,"https://vpatj.azurewebsites.net/file/Azure_Data_Movement_-_Self-hosted_Integration_Runtime_Configuration_Manager_application_Win32_VPATJ01630.xlsx"
Azure Data Share,Azure,2025/11/13,"https://vpatj.azurewebsites.net/file/Azure_Data_Share_VPATJ01640.xlsx"
Azure Data Studio,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Data_Studio_Universal_VPATJ01650.xlsx"
Azure Data Studio,"Windows, Mac, Linux",2025/05/21,"https://vpatj.azurewebsites.net/file/Azure_Data_Studio_Windows_Mac_Linux_VPATJ01660.xlsx"
"Azure Database for MySQL, PostgreSQL, and MariaDB",Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Database_for_MySQL_PostgreSQL_and_MariaDB_VPATJ01670.xlsx"
Azure Database Migration Service,Azure,2025/04/02,"https://vpatj.azurewebsites.net/file/Azure_Database_Migration_Service_VPATJ01671.xlsx"
Azure Databases extension for VS Code,"Win32, Mac, Linux",2025/10/24,"https://vpatj.azurewebsites.net/file/Azure_Databases_extension_for_VS_Code_Win32_Mac_Linux_VPATJ01673.xlsx"
Azure Database Migration Service (classic),Azure,2026/03/12,"https://vpatj.azurewebsites.net/file/Azure_Database_Migration_Service_classic_VPATJ01674.xlsx"
Azure Database Migration Service (v2),Azure,2026/06/03,"https://vpatj.azurewebsites.net/file/Azure_Database_Migration_Service_v2_VPATJ01675.xlsx"
Azure Databox Gen 2,Hardware,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Databox_Gen_2_Hardware_VPATJ01690.xlsx"
Azure Databricks,"Azure, Web",2026/04/09,"https://vpatj.azurewebsites.net/file/Azure_Databricks_Azure_Web_VPATJ01691.xlsx"
Azure Delegated Resource Management (Azure Management Experiences),Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Delegated_Resource_Management_Azure_Management_Experiences_VPATJ01710.xlsx"
Azure Deployments,Azure,2026/03/05,"https://vpatj.azurewebsites.net/file/Azure_Deployments_VPATJ01720.xlsx"
Azure Dev Spaces,"Windows, Mac, Linux, Web",2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Dev_Spaces_Windows_Mac_Linux_Web_VPATJ01730.xlsx"
Azure Device Builder Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Device_Builder_Portal_Web_VPATJ01740.xlsx"
Azure Device Certification,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Device_Certification_Web_VPATJ01750.xlsx"
Azure Device Provisioning Service,Azure,2025/08/18,"https://vpatj.azurewebsites.net/file/Azure_Device_Provisioning_Service_VPATJ01760.xlsx"
Azure Device Registry,Azure,2026/05/13,"https://vpatj.azurewebsites.net/file/Azure_Device_Registry_VPATJ01761.xlsx"
Azure DevOps,"Web, Win32",2026/03/30,"https://vpatj.azurewebsites.net/file/Azure_DevOps_Web_Win32_VPATJ01780.xlsx"
Azure DevOps - Extension Management,Web,2026/03/20,"https://vpatj.azurewebsites.net/file/Azure_DevOps_-_Extension_Management_Web_VPATJ01781.xlsx"
Azure DevOps - Status,Web,2026/03/20,"https://vpatj.azurewebsites.net/file/Azure_DevOps_-_Status_Web_VPATJ01782.xlsx"
Azure DevOps Artifacts,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_DevOps_Artifacts_Web_VPATJ01790.xlsx"
Azure DevOps Copilot,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_DevOps_Copilot_Web_VPATJ01800.xlsx"
Azure DevTest Labs,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_DevTest_Labs_Web_VPATJ01810.xlsx"
Azure Digital Twins,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Digital_Twins_VPATJ01820.xlsx"
Azure DNS - Public Zones,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_DNS_-_Public_Zones_VPATJ01830.xlsx"
Azure DNS Public Zones,Azure,2026/04/10,"https://vpatj.azurewebsites.net/file/Azure_DNS_Public_Zones_VPATJ01831.xlsx"
Azure DSC Extension,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_DSC_Extension_VPATJ01840.xlsx"
Azure Durable Task Scheduler,Web,2026/03/11,"https://vpatj.azurewebsites.net/file/Azure_Durable_Task_Scheduler_Web_VPATJ01841.xlsx"
Azure Edge Hardware Center,Azure,2026/03/18,"https://vpatj.azurewebsites.net/file/Azure_Edge_Hardware_Center_VPATJ01850.xlsx"
Azure Event Grid,Web,2025/11/20,"https://vpatj.azurewebsites.net/file/Azure_Event_Grid_Web_VPATJ01860.xlsx"
Azure FarmBeats,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_FarmBeats_VPATJ01870.xlsx"
Azure File Sync,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_File_Sync_Web_VPATJ01880.xlsx"
Azure Firewall,Azure,2026/03/12,"https://vpatj.azurewebsites.net/file/Azure_Firewall_VPATJ01882.xlsx"
Azure for Education,Azure,2025/05/12,"https://vpatj.azurewebsites.net/file/Azure_for_Education_VPATJ01890.xlsx"
Azure Frontdoor,Azure,2026/03/19,"https://vpatj.azurewebsites.net/file/Azure_Frontdoor_VPATJ01900.xlsx"
Azure Functions,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Functions_Web_VPATJ01910.xlsx"
Azure GitHub Copilot Extension for VS Code,"Windows, macOS, Linux",2026/04/20,"https://vpatj.azurewebsites.net/file/Azure_GitHub_Copilot_Extension_for_VS_Code_Windows_macOS_Linux_VPATJ01911.xlsx"
Azure HDInsight on AKS,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_HDInsight_on_AKS_VPATJ01920.xlsx"
Azure Health Data Services,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Health_Data_Services_VPATJ01930.xlsx"
Azure Healthcare APIs,Azure,2025/12/04,"https://vpatj.azurewebsites.net/file/Azure_Healthcare_APIs_VPATJ01940.xlsx"
Azure Hybrid Compute,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Hybrid_Compute_Web_VPATJ01950.xlsx"
Azure IaaS Experiences,Azure,2026/06/12,"https://vpatj.azurewebsites.net/file/Azure_IaaS_Experiences_VPATJ01960.xlsx"
Azure Import_Export,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Import_Export_VPATJ01970.xlsx"
Azure Industrial IoT,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Industrial_IoT_VPATJ01980.xlsx"
Azure Information Protection Client,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Information_Protection_Client_VPATJ01990.xlsx"
Azure Information Protection Client,Win32,2025/11/18,"https://vpatj.azurewebsites.net/file/Azure_Information_Protection_Client_Win32_VPATJ02000.xlsx"
Azure Information Protection Client Unified labeling,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Information_Protection_Client_Unified_labeling_VPATJ02010.xlsx"
Azure Information Protection Mobile Client Android,Android,2025/06/24,"https://vpatj.azurewebsites.net/file/Azure_Information_Protection_Mobile_Client_Android_VPATJ02020.xlsx"
Azure Information Protection Mobile Client iOS,iOS,2025/06/24,"https://vpatj.azurewebsites.net/file/Azure_Information_Protection_Mobile_Client_iOS_VPATJ02030.xlsx"
Azure Information Protection service,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Information_Protection_service_Web_VPATJ02040.xlsx"
Azure Integration Services,Web,2026/04/24,"https://vpatj.azurewebsites.net/file/Azure_Integration_Services_Web_VPATJ02050.xlsx"
Azure IoT Central,Web,2024/10/28,"https://vpatj.azurewebsites.net/file/Azure_IoT_Central_Web_VPATJ02051.xlsx"
Azure Internal Registration System ,Azure,2026/05/06,"https://vpatj.azurewebsites.net/file/Azure_Internal_Registration_System_VPATJ02052.xlsx"
Azure IoT explorer,Win32,2025/12/10,"https://vpatj.azurewebsites.net/file/Azure_IoT_explorer_Win32_VPATJ02060.xlsx"
Azure IoT Hub,Azure,2025/08/20,"https://vpatj.azurewebsites.net/file/Azure_IoT_Hub_VPATJ02070.xlsx"
Azure IoT Operations Experience,Web,2025/10/06,"https://vpatj.azurewebsites.net/file/Azure_IoT_Operations_Experience_Web_VPATJ02071.xlsx"
Azure IoT Operations,Azure,2026/05/27,"https://vpatj.azurewebsites.net/file/Azure_IoT_Operations_VPATJ02072.xlsx"
Azure IoT Platform SDKs Device Explorer,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_IoT_Platform_SDKs_Device_Explorer_Win32_VPATJ02080.xlsx"
Azure IoT Preconfigured Solutions,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_IoT_Preconfigured_Solutions_Web_VPATJ02090.xlsx"
Azure Key Vault,Azure,2025/09/19,"https://vpatj.azurewebsites.net/file/Azure_Key_Vault_VPATJ02100.xlsx"
Azure Lab Services - Classroom Labs,Azure,2026/04/02,"https://vpatj.azurewebsites.net/file/Azure_Lab_Services_-_Classroom_Labs_VPATJ02101.xlsx"
Azure Lab Services - DevTest Labs,Azure,2025/11/20,"https://vpatj.azurewebsites.net/file/Azure_Lab_Services_-_DevTest_Labs_VPATJ02110.xlsx"
Azure Load Testing,Azure,2025/09/19,"https://vpatj.azurewebsites.net/file/Azure_Load_Testing_VPATJ02111.xlsx"
Azure Load Testing,Web,2024/09/24,"https://vpatj.azurewebsites.net/file/Azure_Load_Testing_Web_VPATJ02120.xlsx"
Azure Location Based Services,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Location_Based_Services_Web_VPATJ02130.xlsx"
Azure Log Analytics,Web,2024/06/18,"https://vpatj.azurewebsites.net/file/Azure_Log_Analytics_Web_VPATJ02140.xlsx"
Azure Log Analytics,Azure,2026/06/03,"https://vpatj.azurewebsites.net/file/Azure_Log_Analytics_VPATJ02150.xlsx"
Azure Logic Apps,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Logic_Apps_Web_VPATJ02160.xlsx"
Azure Machine Learning Extension for VS Code,Win32,2025/11/25,"https://vpatj.azurewebsites.net/file/Azure_Machine_Learning_Extension_for_VS_Code_Win32_VPATJ02162.xlsx"
Azure Machine Learning studio,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Machine_Learning_studio_Web_VPATJ02180.xlsx"
Azure Machine Learning Studio Ibiza Extensions,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Machine_Learning_Studio_Ibiza_Extensions_Web_VPATJ02190.xlsx"
Azure Managed Grafana,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Managed_Grafana_Web_VPATJ02200.xlsx"
Azure Managed Grafana,Azure,2026/03/12,"https://vpatj.azurewebsites.net/file/Azure_Managed_Grafana_VPATJ02201.xlsx"
Azure Managed HSM,Azure,2025/10/15,"https://vpatj.azurewebsites.net/file/Azure_Managed_HSM_VPATJ02210.xlsx"
Azure Managed Instance for Apache Cassandra,Azure,2026/04/07,"https://vpatj.azurewebsites.net/file/Azure_Managed_Instance_for_Apache_Cassandra_VPATJ02211.xlsx"
Azure Management Experiences (Managed Application Service Catalog),Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Management_Experiences_Managed_Application_Service_Catalog_Web_VPATJ02220.xlsx"
Azure Maps Android SDK,Android,2025/02/17,"https://vpatj.azurewebsites.net/file/Azure_Maps_Android_SDK_VPATJ02240.xlsx"
Azure Maps Azure Portal Extension,Azure,2026/02/23,"https://vpatj.azurewebsites.net/file/Azure_Maps_Azure_Portal_Extension_VPATJ02241.xlsx"
Azure Maps Web Control,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Maps_Web_Control_VPATJ02260.xlsx"
Azure Maps Web SDK,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Maps_Web_SDK_VPATJ02270.xlsx"
Azure Maps Web SDK,Web,2026/01/21,"https://vpatj.azurewebsites.net/file/Azure_Maps_Web_SDK_VPATJ02280.xlsx"
Azure Marketing Site (azure.microsoft.com),Web,2024/08/07,"https://vpatj.azurewebsites.net/file/Azure_Marketing_Site_azure.microsoft.com_Web_VPATJ02290.xlsx"
Azure Marketplace SellerInsights,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Marketplace_SellerInsights_VPATJ02300.xlsx"
Azure Media Services,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Media_Services_VPATJ02310.xlsx"
Azure Media Services - Azure Portal,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Media_Services_-_Azure_Portal_VPATJ02320.xlsx"
Azure MFA,Web,2026/02/02,"https://vpatj.azurewebsites.net/file/Azure_MFA_Web_VPATJ02330.xlsx"
Azure MFA,Win32,2025/10/31,"https://vpatj.azurewebsites.net/file/Azure_MFA_Win32_VPATJ02340.xlsx"
Azure Migrate,Web,2026/06/03,"https://vpatj.azurewebsites.net/file/Azure_Migrate_Web_VPATJ02341.xlsx"
Azure Migrate Appliance (Configuration Manager),Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Migrate_Appliance_Configuration_Manager_Web_VPATJ02350.xlsx"
Azure mobile,"Android, iOS",2025/09/16,"https://vpatj.azurewebsites.net/file/Azure_mobile_Android_iOS_VPATJ02360.xlsx"
Azure Modeling and Simulation Workbench,Azure,2024/07/26,"https://vpatj.azurewebsites.net/file/Azure_Modeling_and_Simulation_Workbench_VPATJ02370.xlsx"
Azure Monitor,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Monitor_Web_VPATJ02380.xlsx"
Azure Monitor AIOps,Azure,2025/06/29,"https://vpatj.azurewebsites.net/file/Azure_Monitor_AIOps_VPATJ02390.xlsx"
Azure Monitor Billing,Web,2025/07/16,"https://vpatj.azurewebsites.net/file/Azure_Monitor_Billing_Web_VPATJ02400.xlsx"
Azure Monitor Change Analysis,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Monitor_Change_Analysis_VPATJ02410.xlsx"
Azure Monitor Control Service,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Monitor_Control_Service_VPATJ02420.xlsx"
Azure Monitor DCR UX,Azure,2025/09/12,"https://vpatj.azurewebsites.net/file/Azure_Monitor_DCR_UX_VPATJ02421.xlsx"
Azure Monitor Essentials,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Monitor_Essentials_VPATJ02430.xlsx"
Azure Monitor Metrics,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Monitor_Metrics_VPATJ02440.xlsx"
Azure Monitor Metrics,Web,2024/06/05,"https://vpatj.azurewebsites.net/file/Azure_Monitor_Metrics_Web_VPATJ02450.xlsx"
Azure Monitor Operations Manager Managed Instance (SCOM MI),"Win32, Azure, and Web",2024/06/17,"https://vpatj.azurewebsites.net/file/Azure_Monitor_Operations_Manager_Managed_Instance_SCOM_MI_Win32_Azure_and_Web_VPATJ02460.xlsx"
Azure Multi-Factor Authentication,"Web, Windows, Android, iOS",2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Multi-Factor_Authentication_Web_Windows_Android_iOS_VPATJ02470.xlsx"
Azure Native Pure Storage Cloud Service,Azure,2025/11/26,"https://vpatj.azurewebsites.net/file/Azure_Native_Pure_Storage_Cloud_Service_VPATJ02471.xlsx"
Azure NetApp Files,Azure,2026/02/12,"https://vpatj.azurewebsites.net/file/Azure_NetApp_Files_VPATJ02480.xlsx"
Azure Notification Service,Azure,2025/09/15,"https://vpatj.azurewebsites.net/file/Azure_Notification_Service_VPATJ02500.xlsx"
Azure OpenAI Service,Azure,2025/03/20,"https://vpatj.azurewebsites.net/file/Azure_OpenAI_Service_VPATJ02510.xlsx"
Azure Operator 5G Core,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Operator_5G_Core_VPATJ02520.xlsx"
Azure Operator Insights,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Operator_Insights_VPATJ02530.xlsx"
Azure Operator Service Manager,Azure,2025/02/24,"https://vpatj.azurewebsites.net/file/Azure_Operator_Service_Manager_VPATJ02540.xlsx"
Azure Operator Service Manager Portal Extension,Azure,2026/02/25,"https://vpatj.azurewebsites.net/file/Azure_Operator_Service_Manager_Portal_Extension_VPATJ02541.xlsx"
Azure Orbital Ground Station,Azure,2024/05/16,"https://vpatj.azurewebsites.net/file/Azure_Orbital_Ground_Station_VPATJ02550.xlsx"
Azure OSS Databases,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_OSS_Databases_VPATJ02560.xlsx"
Azure OSS Databases Portal,Win32,2024/09/09,"https://vpatj.azurewebsites.net/file/Azure_OSS_Databases_Portal_Win32_VPATJ02570.xlsx"
Azure OSS Databases Portal,Azure,2025/09/15,"https://vpatj.azurewebsites.net/file/Azure_OSS_Databases_Portal_VPATJ02580.xlsx"
Azure Pass,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Pass_Web_VPATJ02590.xlsx"
Azure performance diagnostics,Azure,2026/01/08,"https://vpatj.azurewebsites.net/file/Azure_performance_diagnostics_VPATJ02600.xlsx"
Azure Policy,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Policy_Web_VPATJ02610.xlsx"
Azure Policy,Azure,2025/10/07,"https://vpatj.azurewebsites.net/file/Azure_Policy_VPATJ02620.xlsx"
Azure Portal,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Portal_VPATJ02630.xlsx"
Azure Portal,Web,2024/08/13,"https://vpatj.azurewebsites.net/file/Azure_Portal_Web_VPATJ02640.xlsx"
Azure Portal Intelligent Experiences,Azure,2026/04/06,"https://vpatj.azurewebsites.net/file/Azure_Portal_Intelligent_Experiences_VPATJ02641.xlsx"
Azure Portal Framework (IbizaFx),Azure,2025/08/16,"https://vpatj.azurewebsites.net/file/Azure_Portal_Framework_IbizaFx_VPATJ02642.xlsx"
Azure Portal Management Experiences,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Portal_Management_Experiences_VPATJ02650.xlsx"
Azure Portal Services Resource Provider,Azure,2025/08/14,"https://vpatj.azurewebsites.net/file/Azure_Portal_Services_Resource_Provider_VPATJ02651.xlsx"
Azure Pricing + Calculators,Web,2026/04/21,"https://vpatj.azurewebsites.net/file/Azure_Pricing_Calculators_Web_VPATJ02652.xlsx"
Azure Private DNS Zones,Azure,2025/12/16,"https://vpatj.azurewebsites.net/file/Azure_Private_DNS_Zones_VPATJ02660.xlsx"
Azure Privileged Identity Management,Azure,2025/09/17,"https://vpatj.azurewebsites.net/file/Azure_Privileged_Identity_Management_VPATJ02670.xlsx"
Azure Purview Studio,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Purview_Studio_VPATJ02680.xlsx"
Azure RBAC Ibiza UX (Hosted extension),Azure,2026/01/21,"https://vpatj.azurewebsites.net/file/Azure_RBAC_Ibiza_UX_Hosted_extension_VPATJ02690.xlsx"
Azure Red Hat OpenShift,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Red_Hat_OpenShift_VPATJ02700.xlsx"
Azure Reservations Extension,Web,2026/02/17,"https://vpatj.azurewebsites.net/file/Azure_Reservations_Extension_Web_VPATJ02701.xlsx"
Azure Resource Mover,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Resource_Mover_VPATJ02710.xlsx"
Azure Route Server,Azure,2026/03/30,"https://vpatj.azurewebsites.net/file/Azure_Route_Server_VPATJ02711.xlsx"
Azure Scheduler,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Scheduler_Web_VPATJ02720.xlsx"
Azure Search,Azure,2026/01/07,"https://vpatj.azurewebsites.net/file/Azure_Search_VPATJ02721.xlsx"
Azure Security Center,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Security_Center_VPATJ02730.xlsx"
Azure Security for IoT,Web,2025/09/11,"https://vpatj.azurewebsites.net/file/Azure_Security_for_IoT_Web_VPATJ02740.xlsx"
Azure Sentinel,Azure,2025/07/22,"https://vpatj.azurewebsites.net/file/Azure_Sentinel_VPATJ02741.xlsx"
Azure Serial Console,Azure,2026/06/12,"https://vpatj.azurewebsites.net/file/Azure_Serial_Console_VPATJ02750.xlsx"
Azure SignalR Service,Azure,2025/06/25,"https://vpatj.azurewebsites.net/file/Azure_SignalR_Service_VPATJ02760.xlsx"
Azure SignUp,Web,2026/03/17,"https://vpatj.azurewebsites.net/file/Azure_SignUp_Web_VPATJ02761.xlsx"
Azure Site Recovery,"Web, Win32",2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Site_Recovery_Web_Win32_VPATJ02790.xlsx"
Azure Site Recovery,Azure,2026/03/19,"https://vpatj.azurewebsites.net/file/Azure_Site_Recovery_VPATJ02800.xlsx"
Azure Spatial Anchors,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Spatial_Anchors_VPATJ02810.xlsx"
Azure Sphere SDK Gen1,Win32,2026/03/27,"https://vpatj.azurewebsites.net/file/Azure_Sphere_SDK_Gen1_Win32_VPATJ02820.xlsx"
Azure Sponsorships,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Sponsorships_Web_VPATJ02830.xlsx"
Azure Spring Apps,Azure,2025/08/11,"https://vpatj.azurewebsites.net/file/Azure_Spring_Apps_VPATJ02831.xlsx"
Azure SQL Data Warehouse,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_SQL_Data_Warehouse_Web_VPATJ02840.xlsx"
Azure SQL Database,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_SQL_Database_Web_VPATJ02850.xlsx"
Azure SQL Managed Instance,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_SQL_Managed_Instance_VPATJ02860.xlsx"
Azure Stack ACR (OnPrem),Azure,2025/08/10,"https://vpatj.azurewebsites.net/file/Azure_Stack_ACR_OnPrem_VPATJ02870.xlsx"
Azure Stack Bridge MarketPlace,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Stack_Bridge_MarketPlace_Win32_VPATJ02880.xlsx"
Azure Stack Control Plane,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Stack_Control_Plane_Web_VPATJ02890.xlsx"
Azure Stack Control Plane (OnPrem),Azure,2025/12/16,"https://vpatj.azurewebsites.net/file/Azure_Stack_Control_Plane_OnPrem_VPATJ02900.xlsx"
Azure Stack Downloader,Win32,2025/05/05,"https://vpatj.azurewebsites.net/file/Azure_Stack_Downloader_Win32_VPATJ02910.xlsx"
Azure Stack Edge Appliance,Web,2025/07/30,"https://vpatj.azurewebsites.net/file/Azure_Stack_Edge_Appliance_Web_VPATJ02920.xlsx"
Azure Stack Edge Service,Web,2025/07/25,"https://vpatj.azurewebsites.net/file/Azure_Stack_Edge_Service_Web_VPATJ02930.xlsx"
Azure Stack Edge/Data Box Gateway,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Stack_Edge_Data_Box_Gateway_VPATJ02940.xlsx"
Azure Stack HCI,Web,2025/07/25,"https://vpatj.azurewebsites.net/file/Azure_Stack_HCI_Web_VPATJ02950.xlsx"
Azure Stack HCI,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Azure_Stack_HCI_VPATJ02960.xlsx"
